,,,,,,,,,"Normalized abundance",,"Raw abundance",
"Cre03.g157800.t1.1|PACid:30786929|","3","3","182.49",,"1.03537668370147","Condition 1","Condition 2","atypical CYS HIS rich thioredoxin 2","4031.9173022038","3894.15501205775","4031.9173022038","4417.01316575159"
"Cre13.g588100.t1.2|PACid:30783969|","3","3","127",,"1.47436269263064","Condition 2","Condition 1","rotamase cyclophilin 2","723.55056153797","1066.77595416353","723.55056153797","1210.00921120437"
"Cre17.g746997.t1.1|PACid:30781848|","3","3","363.58",,"2.3847315825742","Condition 2","Condition 1","aldehyde dehydrogenase 2C4","1860.28908862369","4436.29014235909","1860.28908862369","5031.93938228453"
"Cre16.g650600.t1.2|PACid:30777876|","3","3","328.05",,"1.25546918124384","Condition 2","Condition 1","Mastigoneme-like protein; 240 kDa flagellar protein in Chlamydomonas; Genbank entry AF508983. Mastigonemes are protein projections from the flagellar membrane. Found in the flagellar proteome [PMID: 15998802]","7705.66321237956","9674.22268418694","7705.66321237956","10973.1556222479"
"Cre01.g048150.t1.2|PACid:30788391|","3","3","147.91",,"1.61388508925278","Condition 2","Condition 1","Staphylococcal nuclease homologue","574.006940396612","926.381242233701","574.006940396612","1050.76406326449"
"Cre09.g391900.t1.1|PACid:30780233|","3","3","150.41",,"1.12995304075312","Condition 1","Condition 2","Thioredoxin superfamily protein","752.648008347978","666.087864895991","752.648008347978","755.521765230985"
"Cre03.g207713.t1.1|PACid:30788185|","3","3","311.85",,"1.03323538713858","Condition 2","Condition 1","isoamylase 3","7356.43593894306","7600.929935334","7356.43593894306","8621.48720129782"
"Cre16.g683950.t1.2|PACid:30777232|","3","3","161.5",,"1.2260396056858","Condition 1","Condition 2","signal recognition particle receptor alpha subunit family protein","1610.37634478637","1313.47824109286","1610.37634478637","1489.83557816044"
"Cre06.g265800.t1.2|PACid:30779397|","3","3","95.45",,"1.49438455780133","Condition 2","Condition 1","Ribosomal L28 family","480.862968973038","718.594195251806","480.862968973038","815.077985193679"
"Cre13.g572900.t1.1|PACid:30784293|","3","3","199.57",,"1.17160785243443","Condition 2","Condition 1","Zincin-like metalloproteases family protein","675.835679607481","791.814389183487","675.835679607481","898.129265790807"
"Cre16.g674964.t1.1|PACid:30776821|","3","3","234.88",,"1.03043913651452","Condition 2","Condition 1","RmlC-like cupins superfamily protein","3813.1065213653","3929.17419131355","3813.1065213653","4456.73427992083"
"Cre01.g027000.t1.2|PACid:30788418|","3","3","151.52",,"2.82653203825029","Condition 2","Condition 1","ribosomal protein large subunit 16A","351.26810455946","992.870551552769","351.26810455946","1126.1807207254"
"Cre12.g483500.t1.1|PACid:30792128|","3","2","116.3",,"1.52074267469557","Condition 1","Condition 2","pleckstrin homology (PH) domain-containing protein","1499.29206868702","985.894651103387","1499.29206868702","1118.2681841077"
"Cre06.g283050.t1.2|PACid:30779127|","3","3","232.64",,"1.67729331631651","Condition 2","Condition 1","photosystem I light harvesting complex gene 1","2335.69226334167","3917.64102227517","2335.69226334167","4443.65258201009"
"Cre02.g079600.t1.2|PACid:30785296|","3","3","217.39",,"1.30848095301343","Condition 2","Condition 1","phenylalanyl-tRNA synthetase class IIc family protein","801.380091153043","1048.59058539792","801.380091153043","1189.38213985948"
"Cre09.g395250.t1.1|PACid:30780280|","3","3","173.78",,"1.23533052473625","Condition 1","Condition 2","Alanine rich protein, found in flagellar proteome [PMID: 15998802]; MOT5; identified by comparative genomics as being present only in organisms having motile (MOT) cilia","2466.31167481085","1996.47918142184","2466.31167481085","2264.54129385809"
"Cre07.g331900.t1.2|PACid:30774339|","3","2","204.97",,"1.7277484120521","Condition 2","Condition 1","ribosomal protein S13A","828.460949292413","1431.37208958714","828.460949292413","1623.55872974222"
"Cre02.g096300.t1.1|PACid:30786505|","3","3","126.69",,"1.01759338886889","Condition 2","Condition 1","Master regulator of CO2-responsive genes including low-CO2 inducible genes necessary for carbon-concentrating mechanism; CCM1-A and CCM1-B, are generated by an alternative splicing between 3rd and 4th exons, CCM1B=CIA5=698aa, CCM1A=699aa, Zn-finger ","3718.57287093838","3783.99516949409","3718.57287093838","4292.06244513719"
"Cre09.g393900.t1.2|PACid:30780989|;Cre09.g393900.t2.1|PACid:30780990|","3","3","203.11",,"1.08182237123013","Condition 2","Condition 1","DHBP synthase RibB-like alpha/beta domain;GTP cyclohydrolase II","2594.27753072747","2806.54746992062","2594.27753072747","3183.37536296369"
"Cre10.g418500.t1.1|PACid:30789930|","3","3","105.72",,"1.09351243071491","Condition 1","Condition 2","None","1355.74780394823","1239.8101437785","1355.74780394823","1406.2762553482"
"Cre03.g172150.t1.2|PACid:30786737|","3","2","152.63",,"1.20180331245541","Condition 1","Condition 2","HOPM interactor 7","3003.9345403737","2499.52260011362","3003.9345403737","2835.12705544855"
"Cre10.g444700.t1.1|PACid:30790834|","3","3","145.29",,"1.12798114507931","Condition 2","Condition 1","starch branching enzyme 2.2","1482.1914317278","1671.88398838706","1482.1914317278","1896.36354111458"
"Cre03.g205550.t1.1|PACid:30787592|","3","3","101.89",,"1.0545342346171","Condition 1","Condition 2","None","988.932579147905","937.790871727347","988.932579147905","1063.70563429433"
"Cre03.g179800.t1.2|PACid:30787383|","3","3","90.48",,"1.0110466431495","Condition 2","Condition 1","Low-CO2 inducible gene revealed by cDNA array analyses; SOSUI prediction: 3 transmembrane region. TargetP prediction: Mitochondria (confidence: 4); regulated by CCM1 [PMID: 15235119]. Acclimation to changing CO2 concentrations and light intensities ","1166.79625363487","1179.68543547694","1166.79625363487","1338.07875747443"
"Cre14.g621650.t1.1|PACid:30776643|","3","2","97.17",,"2.4742760097032","Condition 2","Condition 1","catalytics;transferases;[acyl-carrier-protein] S-malonyltransferases;binding","446.715769161961","1105.29811079355","446.715769161961","1253.70363848862"
"Cre03.g164300.t1.2|PACid:30786838|","3","3","222.81",,"1.1948578662074","Condition 1","Condition 2","None","7435.91944657128","6223.2669314666","7435.91944657128","7058.84893774403"
"Cre13.g583600.t1.2|PACid:30783941|","3","3","143.73",,"1.15381710590713","Condition 1","Condition 2","UDP-Glycosyltransferase superfamily protein","8839.2911315368","7660.9118432053","8839.2911315368","8689.52272529573"
"Cre12.g502400.t1.2|PACid:30792813|","3","3","121.89",,"1.45812928662086","Condition 1","Condition 2","Protein of unknown function (DUF300)","1149.57829735548","788.392571155037","1149.57829735548","894.248009077688"
"Cre12.g522600.t1.2|PACid:30791875|","3","3","182.64",,"2.30733415908004","Condition 2","Condition 1","cytochrome c-2","382.748206666835","883.128011569016","382.748206666835","1001.70333283243"
"Cre16.g661100.t1.2|PACid:30778176|","3","3","158.02",,"1.23091791447568","Condition 1","Condition 2","Protein kinase superfamily protein","1053.36430969543","855.755121692347","1053.36430969543","970.655155603856"
"Cre05.g234637.t1.1|PACid:30782975|","3","3","113.6",,"2.14755745353421","Condition 2","Condition 1","Ribosomal protein S8 family protein","236.880903693772","508.71535032748","236.880903693772","577.019248863709"
"Cre01.g039900.t1.2|PACid:30788344|","3","3","113.34",,"1.02837057367195","Condition 1","Condition 2","tRNAse Z4","1033.38729163216","1004.87831729986","1033.38729163216","1139.80073822135"
"Cre10.g440450.t1.2|PACid:30790206|","3","3","99.69",,"1.33246537278995","Condition 2","Condition 1","photosystem II reaction center PSB28 protein","322.539698673193","429.772979832135","322.539698673193","487.477489808431"
"Cre16.g687182.t1.1|PACid:30777686|","3","3","130.09",,"1.34385133676734","Condition 1","Condition 2","None","599.14387146166","445.840886613924","599.14387146166","505.702793008092"
"Cre06.g250300.t1.2|PACid:30779437|","3","3","248.25",,"1.6716513712441","Condition 2","Condition 1","Homologue of mammalian cytoplasmic dynein 2 heavy chain. Motor for retrograde intraflagellar transport. Not an inner arm dynein. Upregulated upon deflagellation by nearly 8-fold. Previously annotated as DHC1b","1316.11804657721","2200.0905372799","1316.11804657721","2495.49102152349"
"Cre07.g351300.t1.2|PACid:30774457|","3","3","329.46",,"1.10748801931194","Condition 1","Condition 2","Class II aaRS and biotin synthetases superfamily protein","4378.92997797531","3953.92988602788","4378.92997797531","4484.81385794019"
"Cre03.g149800.t1.1|PACid:30786597|","3","3","80.85",,"1.36735940364042","Condition 1","Condition 2","ARM repeat superfamily protein","2570.17122721022","1879.66032951356","2570.17122721022","2132.03747588239"
"Cre12.g529600.t1.2|PACid:30792110|","3","3","143.86",,"1.06153910812749","Condition 1","Condition 2","nuclear RNA polymerase A1","1256.39650847003","1183.5612073551","1256.39650847003","1342.47491925029"
"Cre12.g505850.t1.2|PACid:30793371|","3","3","187.3",,"1.19681978668531","Condition 2","Condition 1","chaperonin 20","3706.99222429122","4436.60164312031","3706.99222429122","5032.29270744986"
"Cre10.g420750.t1.2|PACid:30790763|","3","3","137.21",,"1.80655486975622","Condition 2","Condition 1","Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein","765.189260454263","1382.35638475881","765.189260454263","1567.96181259717"
"Cre08.g358562.t1.1|PACid:30773999|","3","3","121.54",,"1.37484498341484","Condition 2","Condition 1","chaperonin 20","356.574453782842","490.234598997228","356.574453782842","556.057134698775"
"Cre17.g718950.t1.2|PACid:30782683|","3","3","92.84",,"1.08036671192365","Condition 2","Condition 1","P-loop containing nucleoside triphosphate hydrolases superfamily protein","2217.14380302729","2395.3283603385","2217.14380302729","2716.9429237288"
"Cre04.g221350.t1.2|PACid:30791322|","3","3","190.04",,"1.28132328020645","Condition 1","Condition 2","CD2-binding protein-related","2024.33644125714","1579.87954525494","2024.33644125714","1792.00589860577"
"Cre11.g467568.t1.1|PACid:30775817|","3","3","148.84",,"1.44649578030049","Condition 1","Condition 2","3\'-phosphoinositide-dependent protein kinase 1","1978.98059083811","1368.12054192581","1978.98059083811","1551.81455984934"
"Cre01.g037400.t1.1|PACid:30789223|","3","3","239.63",,"1.03916565850173","Condition 2","Condition 1","rotamase CYP 7","552.685453532106","574.33174326402","552.685453532106","651.445785709934"
"Cre10.g436050.t1.2|PACid:30790769|","3","3","200.79",,"1.01607017525924","Condition 1","Condition 2","Fe superoxide dismutase 1","889.761064391817","875.688595194524","889.761064391817","993.265045201381"
"Cre09.g406400.t1.1|PACid:30780469|","3","3","175.2",,"1.31702100713073","Condition 2","Condition 1","heavy metal atpase 5","588.116056787463","774.561201419976","588.116056787463","878.559536987857"
"Cre02.g143050.t1.2|PACid:30785883|","3","3","114.63",,"2.06540010526374","Condition 2","Condition 1","60S acidic ribosomal protein family","506.192301169461","1045.4896321191","506.192301169461","1185.86482957869"
"Cre10.g427600.t1.2|PACid:30790542|","3","3","181",,"1.11700291452545","Condition 1","Condition 2","P-loop containing nucleoside triphosphate hydrolases superfamily protein","1543.79440199291","1382.08627920078","1543.79440199291","1567.65544066225"
"Cre07.g325450.t1.1|PACid:30774829|","3","3","129.07",,"1.36675062912412","Condition 1","Condition 2","Protein of unknown function (DUF1295)","3211.78873336066","2349.94494600594","3211.78873336066","2665.46599535974"
"Cre09.g407700.t1.2|PACid:30781442|","3","3","127.83",,"1.59355777382434","Condition 2","Condition 1","Granulin repeat cysteine protease family protein","648.315746168897","1033.12859720017","648.315746168897","1171.84411036998"
"Cre05.g240650.t1.2|PACid:30783457|","3","3","211.84",,"1.15188667281724","Condition 2","Condition 1","DNAJ heat shock N-terminal domain-containing protein","1471.8368280126","1695.38922674932","1471.8368280126","1923.02476723136"
"Cre12.g537581.t1.1|PACid:30792399|","3","3","165.68",,"1.62993764970151","Condition 2","Condition 1","AICARFT/IMPCHase bienzyme family protein","3473.07696126854","5660.89889948252","3473.07696126854","6420.97319998318"
"Cre08.g364400.t1.1|PACid:30773488|","3","3","117.72",,"1.06901158237636","Condition 1","Condition 2","DORNROSCHEN-like","1234.44309852252","1154.75184635364","1234.44309852252","1309.79739962245"
"Cre16.g660150.t1.2|PACid:30777532|","3","3","89.11",,"2.43639766428332","Condition 2","Condition 1","Ribosomal protein S10p/S20e family protein","134.350576541856","327.331430881695","134.350576541856","371.281378191658"
"Cre17.g725350.t1.1|PACid:30782680|","3","3","168.65",,"1.28088165468388","Condition 2","Condition 1","calmodulin-binding protein","4797.93519347237","6145.58716968092","4797.93519347237","6970.73931461466"
"Cre03.g172700.t1.2|PACid:30787967|","3","3","164.96",,"1.0027860721041","Condition 2","Condition 1","None","1711.27343962842","1716.04117082105","1711.27343962842","1946.44959458947"
"Cre10.g434600.t1.2|PACid:30790471|","3","3","94.89",,"1.20114930414299","Condition 1","Condition 2","Transducin family protein / WD-40 repeat family protein","866.480765338052","721.376403707177","866.480765338052","818.233753605359"
"Cre15.g634600.t1.1|PACid:30783682|","3","2","93.13",,"1.67605432923193","Condition 1","Condition 2","ankyrin repeat protein","301.299796148102","179.76732072055","301.299796148102","203.904215403837"
"Cre12.g537671.t1.1|PACid:30792915|","3","3","181.14",,"1.34954588759685","Condition 1","Condition 2","chromatin remodeling 4","2167.63266453509","1606.19411644832","2167.63266453509","1821.85365942997"
"Cre02.g094350.t1.1|PACid:30785982|","3","2","85.28",,"1.12967382616344","Condition 1","Condition 2","importin alpha isoform 6","689.88915425552","610.697652966341","689.88915425552","692.69445235066"
"Cre48.g761197.t1.1|PACid:30778371|","3","3","175.81",,"1.94675094296501","Condition 2","Condition 1","Ribosomal protein L3 family protein","431.029711192141","839.107496709235","431.029711192141","951.77229693459"
"Cre14.g631250.t1.1|PACid:30776721|","3","3","147.6",,"1.24266389157641","Condition 1","Condition 2","T-complex protein 11","1337.11548034361","1076.00734953954","1337.11548034361","1220.48008223745"
"Cre09.g396326.t1.1|PACid:30781078|","3","3","119.44",,"1.04362329104975","Condition 2","Condition 1","None","1594.60272272306","1664.16454140512","1594.60272272306","1887.60762388839"
"Cre17.g747247.t1.1|PACid:30782275|","3","3","124.47",,"1.17010822169895","Condition 1","Condition 2","Tetratricopeptide repeat (TPR)-like superfamily protein","1159.81057637052","991.199407766333","1159.81057637052","1124.28519677124"
"Cre12.g514500.t1.2|PACid:30792578|","3","3","120.65",,"3.69518508726102","Condition 2","Condition 1","Nucleic acid-binding, OB-fold-like protein","131.962285271471","487.625068616022","131.962285271471","553.097229401085"
"Cre02.g074900.t1.1|PACid:30786170|","3","3","154.93",,"1.49775534766001","Condition 1","Condition 2","Calcium-dependent lipid-binding (CaLB domain) family protein","774.993274161477","517.436492797221","774.993274161477","586.911356648315"
"Cre12.g541400.t1.2|PACid:30792528|","3","2","81.16",,"1.6511656370568","Condition 1","Condition 2","None","7513.54319709893","4550.44789479256","7513.54319709893","5161.4248018197"
"Cre17.g703750.t1.2|PACid:30782527|","3","3","176.44",,"1.45002054308984","Condition 1","Condition 2","ARM repeat superfamily protein","1049.12196957326","723.522142201992","1049.12196957326","820.667594875805"
"Cre12.g534800.t1.1|PACid:30793415|","3","3","272.09",,"1.01697274980343","Condition 2","Condition 1","glycine decarboxylase P-protein 2","1066.27311129916","1084.37069803936","1066.27311129916","1229.96635597825"
